Tissue,Feature,n_cancer_animals,n_control_animals,cancer_mean,control_mean,log2_fc_plus1_cancer_control,rank_biserial_cancer_control,p_mwu,FDR_BH,cancer_detection_frequency,control_detection_frequency,absolute_detection_frequency_difference,FDR_significant,detection_difference_gt_0_30
Liver,150.41,6,4,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,False,False
Liver,150.94,6,4,0.0021991550194411127,0.0,0.0031692265063746235,0.16666666666666674,0.7619047619047619,1.0,0.16666666666666666,0.0,0.16666666666666666,False,False
Liver,151.21,6,4,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,False,False
Liver,152.03,6,4,0.1285629221845309,0.13151944599946358,-0.003774521441483058,-0.25,0.6095238095238095,1.0,1.0,1.0,0.0,False,False
Liver,152.45,6,4,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,False,False
Liver,153.02,6,4,0.12448204943861864,0.1344843259442433,-0.012776045871840728,-0.5833333333333333,0.17142857142857143,1.0,1.0,1.0,0.0,False,False
Liver,154.04,6,4,0.03424544963728249,0.06497292889331008,-0.042238148122211036,-0.5833333333333333,0.17142857142857143,1.0,0.8333333333333334,1.0,0.16666666666666663,False,False
Liver,154.33,6,4,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,False,False
Liver,154.66,6,4,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,False,False
Liver,154.85,6,4,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,False,False
Liver,155.06,6,4,0.10348261446634037,0.11611971549318675,-0.01642787965294811,-0.5,0.2571428571428571,1.0,1.0,1.0,0.0,False,False
Liver,155.44,6,4,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,False,False
Liver,155.69,6,4,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,False,False
Liver,156.05,6,4,0.0030513969030129084,0.011261881753357869,-0.011761121274758016,-0.33333333333333337,0.47619047619047616,1.0,0.16666666666666666,0.5,0.33333333333333337,False,True
